6.282420470040642080e+00,-2.448656431751038642e+00,4.751327515667672863e+00,2.418839833267272699e+00,-1.140825758190776540e+01,6.360023730540509845e+00,-5.880394060447245330e+00,-9.943371021686317590e+00,1.037805719850259223e+01,-4.849745005672051690e+00
-5.403855977047525849e-01,-4.472127263783584050e-01,-4.520830604428030530e-01,-5.675796405631075014e-01,-3.425397637445484200e-01,-3.650066791395594756e-01,-5.993155564272301117e-01,-4.452210984603707233e-01,-5.658316101804986564e-01,-4.180025556885536564e-01
-8.346600815927615713e+00,2.660608576506695577e+00,-6.670004794733646492e+00,-2.483934188433211343e+00,-5.483660788051743395e+00,1.084352553185350665e+01,5.465909187210295173e+00,-4.840975116710859449e-01,-1.014485794913904293e+01,-7.332784839566247825e+00
-5.458003632647930869e-01,-1.128503458842724932e-01,-1.440538716378533257e-01,-4.299993592984467372e-01,-2.262522452297333897e-01,-3.276164727721459502e-01,-5.563540397494173284e-01,-5.704036377567588412e-01,-6.460912882564103787e-01,-6.274877045428443045e-01
-4.654397399980479411e-01,-1.533286691781383382e-01,-3.339326643342231393e-01,-6.244927066464879273e-01,-5.392398382394082423e-01,-3.835084372414904741e-01,-7.673723684735764827e-01,-5.148883901776476479e-01,-5.906832080877517654e-01,-4.878700946082650813e-01
-5.673375050978769485e-01,-3.436897203830370784e-01,-2.732726705204699957e-01,-6.109053821239082138e-01,-4.842163041269270662e-01,-3.175116130981895379e-01,-6.032855141506540120e-01,-3.369437409563895147e-01,-4.574812663075149555e-01,-6.124306823471803440e-01
-5.727202810914909792e-01,-2.285113690900468231e-01,-2.163078297392397320e-01,-5.916836724676770576e-01,-4.271835960872130689e-01,-3.187526085792906638e-01,-5.623099370573773070e-01,-3.966701884503085473e-01,-4.753156881728736183e-01,-4.280469501332695992e-01
-5.554592084403984220e-01,-4.737952184733774108e-01,-3.685151915952231683e-01,-6.274246360830552094e-01,-4.095870123940825724e-01,-6.033609671582862433e-01,-5.615907031152929108e-01,-7.387798579208496585e-01,-6.210487367874907294e-01,-5.160130910034155249e-01
-8.319994834249488491e+00,1.546555536270166842e+00,1.056214602159056604e+01,-9.788257927781435441e+00,-4.641912760821214512e+00,3.781255818827793824e+00,-7.305204943981743249e+00,4.661197634212200569e+00,-5.907881963709001205e+00,-3.197813442010525087e+00
5.497605585453535504e+00,-5.469862248955339012e+00,-4.562539225622003869e+00,-9.633474257172334632e+00,8.813608073959679601e+00,4.751333852663532475e+00,-7.122195748477849087e+00,9.733917220429199046e-01,6.343059132666142297e-01,2.510606492832863523e+00
-6.495976600132720158e-01,-2.670643742293017930e-01,-4.876259262732278721e-01,-5.602262610305290824e-01,-3.258107243483204241e-01,-4.509324218958339903e-01,-4.940971429769092094e-01,-3.801770636810365422e-01,-5.203584208662578314e-01,-4.615938558639783862e-01
-3.609569762093416401e-01,-8.259218735324498628e-02,-4.523689042641018676e-02,-4.951421401961509927e-01,-3.185416292421997531e-01,-3.322277260273594490e-01,-3.538702722944685464e-01,-3.670296377603073923e-01,-5.268294771249582009e-01,-4.049224542047906716e-01
-5.247794704746533423e-01,-2.786655173620809500e-01,-2.370733998117333374e-01,-3.487376996934249962e-01,-1.743856524733458646e-01,-3.553090842263793014e-01,-4.606423438119587321e-01,-4.159923381290754896e-01,-5.775885181671611690e-01,-3.416758545220315302e-01
-1.456528632843192783e+00,8.329881202248813565e+00,-7.395320484703985287e+00,-3.912924244235558735e+00,3.354697852595204033e+00,9.515323440131968624e+00,-4.261083040075241080e+00,-6.994663524452142234e+00,-7.003936011220791791e+00,3.976810917588909922e-01
-3.934427437746841338e-01,3.836128771307209195e+00,-7.887628823432244474e-01,-1.327361768882127757e+00,-2.124334084062241557e-01,-3.518220537505167833e+00,1.471011881038526425e-01,-1.369118756180609298e+00,-1.680612816322989866e+00,-1.116320544341925292e+00
-4.457707746902282997e-01,-2.417974756496396316e-01,-3.121342239377896122e-01,-2.876356213734376777e-01,6.338224822681166881e-02,7.635709668164833430e-02,-5.586448932042202831e-01,-1.517490193514443308e-01,-6.094771736200096379e-01,-4.689789914625535072e-01
-4.093983274025637664e-01,-2.175374905323038677e-01,-3.158599303056953689e-01,-3.804811950716891489e-01,-2.901840544989208182e-01,-1.350482072655467547e-01,-3.706418541168377545e-01,-4.627687964007384802e-01,-5.097242750019352897e-01,-5.745682049448849193e-01
