6.310145106956951966e-02,9.954869579824010550e-02,2.188158634371828448e-02,-5.646445961850460327e-02,3.504901154992301482e-02,-1.196047748343553041e-01,2.200404197148256302e-02,-7.584512176901633818e-03,-9.949277505895295914e-02,1.052602758934955141e-01,1.014643318916956249e-01,-6.590874329404552978e-02,-6.882489177111374146e-02,-5.933990397783206472e-02,-7.927491041531062321e-02,9.834680142329579877e-02,-2.753023760255621233e-02,-2.240954028868910597e-03,3.522143767049090712e-02,-1.450833447470444015e-02,7.443089800522900701e-02,-5.487416573979883583e-02,-8.147985138097127433e-02,-3.178717058210463187e-02,-7.997342760108808180e-02
1.001723689901541092e-01,7.872460978507347940e-02,-1.047509255127615363e-01,4.524951476013186480e-03,-6.300495234143034529e-02,5.485188541761526482e-02,1.098136389592986872e-01,1.030582526652713549e-01,1.174004067262033324e-01,-3.483770907736938316e-02,-2.754461871941343842e-02,7.234957872848574167e-02,7.671096113483671930e-02,9.423819491305607254e-03,-9.856834758612120773e-02,5.746043144000673175e-02,5.537490423135149609e-02,-1.078694511870886275e-01,-1.984318985809044311e-02,-9.410237652269271003e-02,4.003174141921356233e-02,8.384711232267766379e-02,-1.058245129810492235e-01,3.779190639676843766e-02,-5.753595421443365165e-02
4.459315437084355321e-02,8.769709372381026546e-02,-4.300314799751749767e-02,-5.272667430012947104e-02,-1.761584537995117619e-02,-6.313493208883017016e-02,1.061515790076808380e-01,-9.451590730129159901e-02,-9.641629081704533588e-02,6.096703270791023477e-02,7.735199067540468598e-02,1.001933891930716636e-01,1.127417905720554253e-01,-6.302282028926052548e-02,-1.806874497181479994e-02,3.838053452762398704e-02,1.131508473915703028e-01,3.843031091147170591e-02,-5.915874622800611216e-02,6.906073688230394969e-02,3.869093811820313589e-02,-6.334365291730456853e-04,-6.313032663580750437e-02,-9.579928273289420315e-02,2.553494612494827676e-02
-3.959401974400530294e-02,1.302033633679937699e-02,9.608187779950086438e-02,-1.017276979458054953e-01,8.367586918626329640e-02,-8.116366163473617834e-02,-1.023480964305571034e-01,1.857499270438832048e-02,-5.829499411404552925e-03,-9.645442654918531811e-02,-1.000630355526290344e-01,1.079979093272892404e-01,1.057596775973479175e-01,3.809014063719741612e-03,-2.410043060470587820e-02,1.092679371618239387e-01,1.124796216498654550e-01,8.568536918932934121e-02,-1.072762246476294673e-01,-1.086945291318054951e-01,1.069077361590929087e-01,9.604767341974259839e-03,6.817215127739952030e-02,5.397466697488217252e-02,-9.168998153145405464e-03
1.158621020170867710e-01,1.042870756874743204e-01,6.392793072438980595e-02,3.664942025019098798e-02,5.350427712039316358e-02,9.734688260115055558e-02,-1.187522818566437086e-02,8.730704600300140394e-02,5.310085480437429922e-02,-8.633032793441446778e-03,-4.420864577466484396e-02,-7.645695978717396285e-03,-4.006522423823961898e-02,7.446474089441283174e-03,-1.081491444585935824e-01,4.707415920788282637e-02,-3.439058888454091592e-03,-5.679253831205056946e-02,8.891394706097580092e-02,-4.288605599308425304e-02,4.244827550728546423e-02,-9.697780448032218559e-02,3.126726236035525658e-02,-3.400300391936910555e-02,4.921733360485361364e-03
-1.194189705664772810e-01,3.547265194288285080e-03,5.973900748446892700e-02,1.677779984027025911e-02,6.373344986597023754e-02,1.069061839325970570e-01,-4.281194657261128134e-02,-4.151064535469393968e-02,-9.108456083399006642e-02,1.795513518175986117e-02,1.514833083820176125e-02,-3.805978672065389676e-03,3.892624462505825389e-02,8.731892802200241777e-02,-5.346237681344492843e-02,5.650445221480484420e-02,-8.960940521655955115e-02,-3.461113354462076741e-02,9.222165774826210360e-02,4.709270660167858696e-02,8.301330908265631969e-02,-9.536972318010572547e-02,-6.173095842274001904e-02,-3.427787309463085907e-02,9.192890496750855123e-02
-3.740057373977141546e-03,-4.490783575014403728e-02,1.348959794039074345e-03,-5.009764332772630169e-02,-9.973085180496427116e-02,-8.321303334578335209e-02,-9.367122407402096729e-02,4.950784351962746882e-02,-5.193632843020098977e-02,1.046465251404039981e-01,-1.110518100640486561e-01,-1.099805297964507322e-01,-1.036842622119048679e-01,-9.653486340805388088e-02,2.302504257188292547e-02,3.704265479373514136e-02,-2.696634558504037299e-02,2.610908392391147678e-02,2.999182321738844831e-02,1.111454898604994912e-01,-3.678581584245112224e-02,5.652182395222249411e-02,5.641980663607165658e-02,9.448280402488787311e-02,-3.577304382910536512e-02
7.208248895243372922e-02,2.682108805219001607e-02,-1.124028758893860225e-01,-1.410737813517745631e-02,-4.766180334810385215e-03,9.359742973372497943e-02,-2.471273952955884562e-02,4.139579632813534388e-02,1.083996562910739814e-01,9.058570462902003351e-02,-6.254790163787010693e-02,8.585938896650890939e-02,3.014109471922552658e-02,-1.977681407093126453e-02,-9.894685039148989891e-02,7.349177939829862338e-02,1.170130288122604167e-01,9.771841238010575692e-02,8.464249907845984230e-03,-5.840915935112209884e-02,6.892857398151856774e-02,8.501404352336999759e-02,8.625487836449725887e-02,8.221147180307776525e-02,-7.723576901684797713e-02
-5.963818431685689175e-02,-2.879949721376827074e-02,9.288732882954795281e-03,6.094356991722825467e-02,1.141963601329566147e-01,-4.199645655495423680e-02,9.549805668686493776e-02,-1.160895702301651261e-01,-4.968360847567918764e-02,-8.635270106619205577e-02,6.125247739576377554e-02,5.539488146042737676e-02,9.221583427816652800e-02,7.118149022468026055e-02,8.505068191145763457e-03,2.664668413246161841e-02,1.183340893542326328e-01,-5.883719873053072646e-02,-8.069330163020690949e-02,-3.027739887231329849e-02,7.871607415646389438e-02,-4.866003848268617149e-02,9.710143239033758311e-02,9.609668025903708027e-03,8.921196098665493124e-02
-1.977179478059121198e-02,3.377731530702619139e-02,1.208426955820631442e-02,7.583438433510598931e-02,-9.464079368806810333e-02,7.916990683782243465e-02,1.071785036868351249e-01,4.918839413529800531e-02,-3.024893882769896791e-02,-1.057366894298716470e-01,-2.613743785264249428e-02,-1.079295678233029854e-01,1.088415126119561260e-01,1.638699148332399200e-02,1.170254618246938938e-01,6.296539716470009318e-02,4.236437200879510090e-02,-1.112518795541400235e-01,1.140413016562084464e-01,-3.780463284388703438e-02,-1.106216640056189582e-01,-9.190554975178481800e-02,4.729857862721612710e-02,-2.377522114026308503e-02,-4.159470314625136195e-02
